player,team,Usage,pct_FGA,pct_3PA,pct_FTA,pct_OREB,pct_REB,pct_AST,pct_TOV,pct_BLA,pct_PF,pct_PFD
REBECCA LOBO,NYL,33.3,0.0,0.0,0.0,100,100,0.0,100,0.0,0.0,0.0
BRANDY REED,MIN,30.0,32.1,11.6,25.0,33.1,27.9,20.4,25.1,17.8,14.9,0.0
CYNTHIA COOPER,HOU,29.3,28.3,36.2,43.0,7.0,10.4,37.9,27.9,19.7,12.8,0.2
NIKKI MCCRAY,WAS,29.1,31.5,52.9,30.1,14.5,10.9,20.3,23.3,33.0,16.1,0.0
CHAMIQUE HOLDSCLAW,WAS,28.6,30.7,10.4,27.2,27.5,29.0,19.5,23.3,23.7,12.8,0.0
TONYA EDWARDS,MIN,28.2,30.5,41.6,27.7,6.6,15.7,21.1,20.1,37.8,18.8,0.0
TARI PHILLIPS,ORL,27.9,27.1,3.2,29.8,29.9,27.7,7.6,32.0,21.4,32.1,1.1
SHERYL SWOOPES,HOU,27.7,29.9,20.9,24.4,19.6,24.1,29.4,22.1,26.5,11.7,0.0
SOPHIA WITHERSPOON,NYL,27.3,29.0,43.9,30.8,14.4,11.4,16.0,22.2,32.4,17.8,0.0
LISA LESLIE,LAS,26.8,26.3,14.9,33.0,29.8,31.5,12.7,26.8,32.8,27.1,0.2
MARGO DYDEK,UTA,26.6,25.8,11.4,33.1,18.4,31.2,17.5,27.9,13.0,29.1,0.2
JENNIFER GILLOM,PHO,25.6,26.1,18.7,31.2,18.4,21.4,12.6,22.1,19.5,18.6,0.2
LESLEY BROWN,DET,25.0,25.4,18.2,26.1,33.3,36.0,16.7,31.6,0.0,35.7,0.0
CLARISSA DAVIS-WRIGHTSIL,PHO,24.8,29.0,33.0,14.5,19.0,17.5,16.3,19.6,4.5,25.0,0.0
ADRIENNE GOODSON,UTA,24.5,26.3,18.9,21.6,23.5,15.4,18.6,21.9,31.6,12.7,0.3
MARIA STEPANOVA,PHO,24.3,24.6,1.1,27.7,44.0,38.9,11.5,21.7,25.6,30.5,0.0
YOLANDA GRIFFITH,SAC,24.3,24.1,0.3,35.6,42.0,37.2,11.6,17.1,20.2,20.0,0.0
ANGIE BRAZIEL,CHA,24.2,24.6,0.0,44.4,16.7,37.9,20.0,11.1,0.0,22.2,0.0
NATALIE WILLIAMS,UTA,23.6,24.3,0.8,35.3,39.9,32.9,6.1,17.0,28.6,19.7,0.2
DOMINIQUE CANTY,DET,23.6,23.2,10.5,33.7,20.1,16.9,19.0,20.5,36.3,16.2,0.0
AMAYA VALDEMORO,HOU,23.4,22.7,12.5,25.8,12.1,16.0,30.0,27.9,57.1,27.1,0.0
MERLAKIA JONES,CLE,23.4,25.4,9.6,19.1,22.2,18.3,15.8,19.9,15.7,18.8,0.0
NYKESHA SALES,ORL,23.3,26.3,29.8,21.6,16.5,17.6,24.3,16.3,23.5,18.9,0.0
TRACY REID,CHA,23.2,22.3,2.6,21.5,24.1,20.7,13.2,31.5,66.7,14.8,0.0
KORIE HLEDE,UTA,23.1,24.5,28.2,20.8,17.4,15.8,19.6,20.5,26.4,21.3,0.0
ANDREA STINSON,CHA,23.0,25.3,23.4,20.2,14.2,14.5,19.5,18.5,23.3,12.4,0.0
MONICA MAXWELL,WAS,22.7,29.1,55.9,9.4,10.7,19.6,22.2,17.2,15.4,12.9,0.0
CINDY BLODGETT,SAC,22.7,31.7,87.5,15.0,0.0,3.0,16.7,20.8,0.0,19.0,0.0
TAMIKA WHITMORE,NYL,22.6,21.3,3.2,32.5,32.3,24.3,7.9,25.4,27.0,23.9,0.0
BRIDGET PETTIS,PHO,22.6,25.2,43.6,17.1,18.2,13.4,19.8,16.2,27.8,19.7,0.0
KRYSTYNA LARA,UTA,22.6,23.1,58.9,4.4,2.2,7.9,33.3,35.3,16.7,21.5,0.0
VICKIE JOHNSON,NYL,22.3,24.8,18.8,19.1,16.7,17.8,24.6,16.1,28.1,13.6,0.4
PENNY TOLER,LAS,22.3,21.8,10.7,21.7,10.0,11.9,35.9,27.8,25.0,15.5,0.4
KELLIE JOLLY HARPER,CLE,22.2,0.0,0.0,0.0,0.0,0.0,50.0,100,0.0,0.0,0.0
TONI FOSTER,PHO,22.2,20.0,0.0,35.6,36.4,27.6,4.8,18.2,0.0,33.3,0.0
MICHELLE EDWARDS,CLE,22.2,22.6,38.5,24.3,3.7,12.7,30.2,22.6,14.5,16.5,0.0
WENDY PALMER,DET,22.1,22.3,19.1,29.4,29.8,33.2,14.8,19.1,29.9,23.1,0.8
SHANNON JOHNSON,ORL,21.9,20.3,25.6,26.1,15.1,17.4,33.7,26.5,17.1,13.7,0.0
TANGELA SMITH,SAC,21.6,24.5,1.1,17.1,23.1,22.4,7.4,15.2,20.0,23.0,0.0
RUTHIE BOLTON,SAC,21.6,24.8,52.2,15.9,14.1,15.7,18.8,12.4,18.5,14.9,0.0
ASTOU NDIAYE-DIATTA,DET,21.5,24.3,1.1,13.6,25.3,29.2,11.6,19.5,22.5,19.1,0.0
TAMECKA DIXON,LAS,21.4,22.2,22.6,22.3,11.7,14.5,21.5,18.7,14.0,13.1,0.0
EVA NEMCOVA,CLE,21.3,22.3,39.9,17.8,12.9,16.0,14.5,20.5,31.6,11.0,0.0
ALISA BURRAS,CLE,21.2,23.8,0.0,22.6,33.9,29.4,8.0,14.8,28.3,19.3,0.0
EDNA CAMPBELL,PHO,21.1,23.3,37.1,14.9,5.5,9.0,12.7,17.3,21.7,13.5,0.0
MILA NIKOLICH,HOU,21.1,22.4,25.0,11.1,30.0,20.0,10.0,30.0,0.0,17.6,0.0
SANDY BRONDELLO,DET,21.1,22.9,29.7,15.9,11.6,8.7,20.7,20.6,14.7,15.1,0.0
LINDA BURGESS,SAC,21.1,21.3,1.6,23.4,26.2,28.4,3.6,20.6,41.4,30.7,0.8
BECKY HAMMON,NYL,21.0,20.5,39.8,21.6,3.6,12.5,24.6,25.6,12.5,20.7,0.0
RHONDA MAPP,CHA,21.0,21.5,4.3,23.6,31.2,33.3,15.4,20.7,20.3,29.8,0.0
TAJ MCWILLIAMS-FRANKLIN,ORL,21.0,21.1,11.7,26.2,30.6,30.4,13.3,19.5,18.8,19.2,0.2
MWADI MABIKA,LAS,20.8,22.6,41.4,16.0,16.9,19.6,25.4,17.1,15.8,20.9,0.0
MICHELLE CAMPBELL,UTA,20.8,21.3,5.6,19.0,0.0,20.0,13.3,26.7,0.0,16.0,0.0
GORDANA GRUBIN,LAS,20.6,21.3,35.1,18.2,9.6,12.4,26.9,20.4,13.0,14.3,0.0
KYM HAMPTON,NYL,20.5,21.0,0.7,29.1,29.7,28.2,6.1,16.7,23.9,25.1,0.0
CHASITY MELVIN,CLE,20.4,20.9,0.7,33.0,32.4,23.5,14.0,14.6,19.0,25.9,0.3
LATASHA BYEARS,SAC,20.4,21.1,0.4,15.7,33.9,28.1,10.5,21.5,21.8,31.5,0.0
TINA THOMPSON,HOU,20.4,21.3,23.9,17.5,27.8,25.3,6.6,19.9,15.6,20.3,0.2
DAWN STALEY,CHA,20.3,20.0,34.6,20.5,5.3,9.0,37.4,23.5,22.2,15.3,0.0
KARA WOLTERS,HOU,20.2,18.3,0.0,33.3,29.4,33.3,16.7,20.0,0.0,34.4,0.0
OLYMPIA SCOTT,DET,20.0,20.7,0.0,21.1,25.8,27.4,17.9,19.0,11.1,33.9,0.0
CASS BAUER-BILODEAU,CHA,19.9,20.6,2.3,12.3,18.2,22.7,8.7,26.0,38.5,30.3,0.0
KATIE SMITH,MIN,19.8,20.3,28.0,27.4,18.7,13.3,15.3,17.6,12.1,22.1,0.2
VICKY BULLETT,CHA,19.7,20.6,9.4,22.7,27.8,28.7,11.0,16.4,22.7,17.9,0.0
SHERI SAM,ORL,19.3,21.6,31.6,14.2,14.8,18.1,18.9,15.3,25.0,20.6,0.0
VENUS LACY,NYL,19.0,15.4,0.0,22.4,22.2,23.6,4.8,34.1,42.9,36.4,0.0
MARKITA ALDRIDGE,WAS,19.0,18.0,24.4,17.4,12.5,12.1,28.7,24.3,20.5,19.6,0.0
JENNIFER WHITTLE,WAS,18.9,13.3,0.0,0.0,0.0,25.0,0.0,38.5,0.0,11.1,0.0
CRYSTAL ROBINSON,NYL,18.9,21.1,47.4,15.5,17.3,13.7,13.0,14.1,10.5,15.7,0.0
DELISHA MILTON-JONES,LAS,18.8,17.7,0.3,21.0,26.4,25.2,13.1,22.8,14.5,25.9,0.5
KEDRA HOLLAND-CORN,SAC,18.8,19.6,47.2,15.9,7.3,7.6,11.9,18.2,25.0,20.2,0.0
TRISHA FALLON,MIN,18.6,19.1,13.8,26.3,14.5,10.8,20.0,15.5,30.0,20.8,1.5
RUSHIA BROWN,CLE,18.6,19.0,1.8,23.4,27.2,25.5,11.1,17.1,19.4,25.2,0.0
JANICE BRAXTON,CLE,18.4,17.3,5.5,33.3,30.3,30.7,17.4,16.7,17.0,28.3,0.5
ELENA TORNIKIDOU,DET,18.3,18.7,0.0,9.5,13.0,13.2,25.0,28.2,0.0,16.7,0.0
TRACY HENDERSON,CLE,18.2,18.8,0.0,17.3,31.1,32.1,8.7,18.5,23.5,27.1,0.0
CLAUDIA NEVES,DET,17.9,19.9,56.1,11.0,10.8,9.7,29.6,18.5,20.6,16.2,0.0
ANGELA AYCOCK,PHO,17.9,10.5,37.5,14.3,0.0,4.5,20.0,40.0,0.0,29.4,0.0
CHARLOTTE SMITH,CHA,17.9,17.9,25.7,19.1,29.7,20.7,17.1,19.6,17.2,27.4,0.0
CINDY BROWN,UTA,17.9,17.5,21.7,21.9,26.9,30.4,13.2,17.9,22.4,18.9,0.5
VAL WHITING,DET,17.8,17.7,0.0,23.7,34.6,34.5,18.1,16.9,19.5,20.9,0.0
COQUESE WASHINGTON,NYL,17.8,15.7,18.5,5.4,4.0,9.6,53.6,33.3,0.0,28.3,0.0
