player,team,Usage,pct_FGA,pct_3PA,pct_FTA,pct_OREB,pct_REB,pct_AST,pct_TOV,pct_BLA,pct_PF,pct_PFD
JENNIFER GILLOM,PHO,31.5,32.9,24.1,36.3,24.3,29.5,9.6,24.1,25.7,19.8,0.0
CYNTHIA COOPER,HOU,30.1,28.7,34.3,45.1,9.6,13.8,35.4,27.5,31.8,15.3,0.0
REHEMA STEPHENS,SAC,29.8,30.1,46.2,16.7,23.3,14.3,11.8,34.4,0.0,21.6,0.0
LISA LESLIE,LAS,29.4,29.2,9.5,40.9,30.0,37.2,18.4,27.1,28.6,24.2,0.2
NIKKI MCCRAY,WAS,28.8,31.3,24.2,27.6,13.1,12.0,28.2,24.7,28.0,14.2,0.0
LATASHA BYEARS,SAC,28.5,31.9,10.8,24.6,36.1,29.3,9.1,20.4,23.9,28.1,0.0
RUTHIE BOLTON,SAC,27.4,29.7,59.1,34.1,16.1,12.6,15.0,13.7,25.0,14.6,0.0
MARIA STEPANOVA,PHO,26.1,30.5,0.0,22.4,44.7,36.9,13.2,16.7,55.6,41.4,0.0
KIM WILLIAMS,UTA,25.6,27.4,22.6,16.4,17.5,12.7,23.7,26.6,21.3,24.3,0.0
SHERYL SWOOPES,HOU,25.3,28.3,24.1,18.5,16.8,21.0,18.4,18.4,15.9,11.2,0.0
MARGO DYDEK,UTA,25.2,24.3,3.1,29.7,20.1,31.2,14.8,27.6,12.3,30.1,0.0
AMAYA VALDEMORO,HOU,25.0,19.5,29.4,29.3,16.7,21.7,24.1,34.7,0.0,26.7,0.0
WENDY PALMER,UTA,24.9,26.6,8.8,32.3,35.4,30.1,10.4,17.0,35.3,19.0,0.0
SOPHIA WITHERSPOON,NYL,24.7,26.6,41.7,26.6,14.4,13.2,14.7,19.9,32.8,12.1,0.0
TAMECKA DIXON,LAS,24.6,25.0,32.4,31.5,6.6,9.4,19.9,20.2,8.3,16.1,0.0
BRANDY REED,PHO,23.9,24.5,11.3,16.3,43.9,37.5,16.8,31.7,8.3,23.3,0.0
KORIE HLEDE,DET,23.4,23.8,31.2,21.9,14.4,16.6,21.4,23.7,21.4,14.7,0.0
ANDREA STINSON,CHA,23.2,25.2,29.9,18.5,10.9,16.2,29.8,19.7,16.5,16.3,0.0
