,Player,Team,Age,RA_FGM,RA_FGA,RA_FG%,ITP_FGM,ITP_FGA,ITP_FG%,MR_FGM,MR_FGA,MR_FG%,LC3_FGM,LC3_FGA,LC3_FG%,RC3_FGM,RC3_FGA,RC3_FG%,AB3_FGM,AB3_FGA,AB3_FG%,Year
0,ABBY BISHOP,SEA,28,0.2,0.2,100,0.0,0.0,0.0,0.1,0.2,33.3,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.5,20.0,2016
1,ADUT BULGAK,NYL,24,0.4,0.6,75.0,0.2,0.2,100,0.0,0.7,0.0,0.0,0.0,0.0,-,-,-,0.2,0.3,50.0,2016
2,AERIAL POWERS,DAL,23,0.8,1.5,55.1,0.7,1.4,47.7,0.6,2.3,27.0,0.0,0.2,0.0,0.0,0.2,25.0,1.0,2.5,39.2,2016
3,ALANA BEARD,LAS,35,1.5,2.3,63.3,0.2,0.6,36.4,0.9,2.2,38.7,0.0,0.2,20.0,0.1,0.1,100,0.3,0.9,32.3,2016
4,ALEX BENTLEY,CON,26,0.7,1.4,52.2,0.7,1.4,52.1,2.1,5.2,40.7,0.0,0.3,14.3,0.0,0.1,0.0,1.4,4.6,30.1,2016
5,ALEX HARDEN,PHO,24,0.4,0.5,73.3,0.0,0.0,100,0.1,0.4,25.0,0.0,0.3,0.0,0.0,0.2,0.0,0.1,0.3,42.9,2016
6,ALEX MONTGOMERY,SAN,28,0.5,1.2,41.4,0.1,0.4,20.0,0.4,1.0,42.3,0.1,0.2,50.0,0.1,0.3,25.0,0.3,1.1,29.6,2016
7,ALLIE QUIGLEY,CHI,31,0.6,0.9,70.0,0.6,1.3,48.9,1.6,3.4,47.9,0.0,0.2,20.0,0.0,0.1,0.0,0.9,2.2,38.7,2016
8,ALLY MALOTT,WAS,24,0.0,0.1,0.0,0.1,0.1,66.7,0.1,0.5,27.3,0.1,0.3,50.0,0.0,0.0,0.0,0.5,1.5,30.0,2016
9,ALYSHA CLARK,SEA,29,1.5,2.2,68.9,0.5,1.0,45.5,0.1,0.5,17.6,0.1,0.6,20.0,0.2,0.4,50.0,0.8,2.0,40.9,2016
10,ALYSSA THOMAS,CON,25,3.6,6.7,54.3,0.4,1.4,28.6,0.2,0.5,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
11,AMANDA ZAHUI B,NYL,23,1.2,1.8,65.0,0.2,0.8,25.0,0.2,0.7,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,18.8,2016
12,AMERYST ALSTON,NYL,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,2016
13,ANA DABOVIC,LAS,27,0.4,0.7,60.0,0.2,0.6,38.5,0.1,0.3,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,15.8,2016
14,ANEIKA MORELLO,CON,31,0.3,0.8,42.9,0.1,0.3,50.0,0.1,0.4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
15,ANGEL MCCOUGHTRY,ATL,30,2.8,4.6,59.5,0.8,2.3,36.8,2.4,6.0,39.2,0.1,0.1,66.7,0.0,0.0,0.0,0.7,2.5,28.9,2016
16,ANN WAUTERS,LAS,36,0.4,0.6,66.7,0.1,0.2,33.3,0.2,0.4,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
17,ANNA CRUZ,MIN,30,0.5,0.8,60.0,0.0,0.3,0.0,0.2,0.5,33.3,0.0,0.0,0.0,-,-,-,0.2,0.2,100.0,2016
18,ASIA TAYLOR,CON,25,0.8,1.3,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,2016
19,ASTOU NDOUR-FALL,SAN,22,0.9,1.3,66.7,0.1,0.3,22.2,0.5,1.8,29.1,0.0,0.0,0.0,0.1,0.2,50.0,0.7,2.1,33.9,2016
20,AVERY WARLEY-TALBERT,SAN,30,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
21,BASHAARA GRAVES,MIN,23,0.2,0.4,50.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
22,BETNIJAH LANEY-HAMILTON,CHI,23,0.1,0.4,33.3,0.0,0.3,0.0,0.1,0.9,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2016
23,BLAKE DIETRICK,SAN,23,0.3,0.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2016
24,BREANNA STEWART,SEA,22,2.7,4.3,62.3,1.4,2.9,46.0,0.8,2.2,34.2,0.1,0.1,50.0,0.1,0.2,28.6,1.2,3.5,34.2,2016
