,Player,Team,Age,RA_FGM,RA_FGA,RA_FG%,ITP_FGM,ITP_FGA,ITP_FG%,MR_FGM,MR_FGA,MR_FG%,LC3_FGM,LC3_FGA,LC3_FG%,RC3_FGM,RC3_FGA,RC3_FG%,AB3_FGM,AB3_FGA,AB3_FG%,Year
0,ADRIENNE JOHNSON,CLE,24,0.2,0.2,80.0,0.2,0.6,26.7,0.5,1.4,35.3,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.4,66.7,1997
1,ANDREA CONGREAVES,CHA,28,1.2,1.8,64.7,0.2,0.5,46.2,0.2,0.6,33.3,0.3,0.9,33.3,0.7,0.7,100,0.7,1.7,39.4,1997
2,ANDREA STINSON,CHA,30,3.2,5.1,63.4,1.1,3.0,37.6,1.1,3.3,32.6,0.2,0.4,50.0,0.2,1.0,16.7,0.8,2.4,32.3,1997
3,ANITA MAXWELL,CLE,24,0.4,1.1,40.0,0.1,1.1,12.5,0.4,0.9,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997
4,BRIDGET PETTIS,PHO,27,1.8,4.1,43.9,0.1,1.0,14.3,0.4,1.5,27.9,0.1,0.7,16.7,0.0,0.3,0.0,1.4,4.6,31.7,1997
5,BRIDGETTE GORDON,SAC,31,2.1,3.4,61.1,0.9,2.5,36.2,1.3,3.5,37.4,0.0,0.1,0.0,0.3,1.0,33.3,0.3,1.2,25.8,1997
6,CASSANDRA CRUMPTON-MOORER,NYL,35,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,50.0,-,-,-,-,-,-,0.0,1.0,0.0,1997
7,CATARINA POLLINI,HOU,32,0.3,0.6,50.0,0.2,0.6,28.6,0.2,0.6,28.6,-,-,-,-,-,-,0.0,0.0,0.0,1997
8,CHANTEL TREMITIERE,SAC,28,0.9,2.1,40.7,0.3,0.9,29.2,1.2,2.8,41.8,0.1,0.2,50.0,0.0,0.5,0.0,0.4,1.7,22.6,1997
9,CORISSA YASEN,SAC,24,0.4,0.6,58.3,0.3,0.6,54.5,0.4,1.4,30.8,-,-,-,0.0,0.0,0.0,0.0,0.2,0.0,1997
10,CYNTHIA COOPER,HOU,35,2.8,4.8,58.6,0.9,2.4,37.3,0.8,1.7,44.7,0.0,0.3,0.0,1.0,1.0,100,2.3,5.5,41.9,1997
11,DAEDRA CHARLES,LAS,29,0.8,1.4,53.8,0.2,0.6,29.4,0.0,0.4,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,1997
12,DANIELLE VIGLIONE,SAC,23,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,50.0,-,-,-,-,-,-,0.0,1.5,0.0,1997
13,DEBORAH CARTER,UTA,26,0.7,1.4,52.0,0.2,0.8,28.6,0.7,1.8,37.5,0.0,0.0,0.0,-,-,-,0.2,1.4,14.3,1997
14,DEBRA WILLIAMS,CHA,25,0.4,0.8,50.0,0.2,1.0,22.2,0.1,0.8,12.5,0.0,1.0,0.0,0.5,0.5,100,0.4,1.9,20.0,1997
