,Player,Team,Age,RA_FGM,RA_FGA,RA_FG%,ITP_FGM,ITP_FGA,ITP_FG%,MR_FGM,MR_FGA,MR_FG%,LC3_FGM,LC3_FGA,LC3_FG%,RC3_FGM,RC3_FGA,RC3_FG%,AB3_FGM,AB3_FGA,AB3_FG%,Year
0,ADRIAN WILLIAMS-STRONG,SAC,31,1.5,3.0,49.5,0.6,1.3,48.9,0.3,0.9,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007
1,ADRIANA MOISES PINTO,PHO,29,0.3,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,100,2007
2,ALANA BEARD,WAS,26,2.6,4.5,57.4,0.6,1.7,37.5,2.2,5.7,37.6,0.1,0.4,36.4,0.2,0.5,33.3,1.2,3.8,31.7,2007
3,ALISON BALES,IND,23,0.6,0.9,62.5,0.2,0.2,75.0,0.6,1.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007
4,AMBER JACOBS,MIN,26,0.1,0.2,40.0,0.3,0.5,61.5,0.2,0.7,36.8,0.5,1.3,40.0,0.1,0.3,50.0,0.4,2.0,21.3,2007
5,AMY SANDERS,DET,25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,2007
6,ANN STROTHER,IND,24,0.1,0.2,50.0,0.1,0.5,20.0,0.2,0.8,22.2,0.8,1.3,60.0,0.3,0.3,100,0.3,1.5,22.2,2007
7,ANNA DEFORGE,IND,32,0.7,1.1,65.8,0.3,0.6,45.5,1.0,3.0,33.0,0.2,0.4,55.6,0.5,1.1,40.9,0.9,2.2,39.2,2007
8,ARMINTIE HERRINGTON,CHI,23,2.1,3.9,52.6,0.2,0.7,28.0,0.4,1.8,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,33.3,2007
9,ASHLEY BATTLE,NYL,26,0.8,1.5,50.0,0.5,1.3,40.9,0.5,1.6,29.1,0.1,0.6,21.4,0.1,0.5,20.0,0.7,2.1,35.9,2007
10,ASHLEY ROBINSON,SEA,25,0.3,0.6,45.0,0.2,0.5,43.8,0.2,0.8,23.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2007
11,ASHLEY SHIELDS,HOU,23,0.7,1.8,39.1,0.1,1.2,9.7,0.3,1.5,23.1,0.0,0.3,0.0,0.0,0.1,0.0,0.4,0.9,46.7,2007
12,ASJHA JONES,CON,27,1.8,3.4,52.5,1.3,3.1,40.9,3.2,7.2,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,2007
13,ASTOU NDIAYE-DIATTA,SEA,34,0.5,1.0,50.0,0.3,0.3,100.0,0.5,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2007
