,Player,Team,Age,RA_FGM,RA_FGA,RA_FG%,ITP_FGM,ITP_FGA,ITP_FG%,MR_FGM,MR_FGA,MR_FG%,LC3_FGM,LC3_FGA,LC3_FG%,RC3_FGM,RC3_FGA,RC3_FG%,AB3_FGM,AB3_FGA,AB3_FG%,Year
0,ABBY BISHOP,SEA,27,0.3,0.5,57.1,0.2,0.6,25.0,0.7,1.3,48.6,0.1,0.1,50.0,0.0,0.1,0.0,0.8,2.5,33.3,2015
1,ALANA BEARD,LAS,34,1.4,1.9,70.4,0.4,0.6,62.5,1.6,3.9,42.6,0.1,0.1,100,0.0,0.1,0.0,0.1,0.6,12.5,2015
2,ALEX BENTLEY,CON,25,1.2,1.8,68.9,0.8,1.8,44.4,2.1,5.6,36.9,0.2,0.2,100,0.2,0.3,60.0,1.3,4.3,30.8,2015
3,ALEX HARDEN,PHO,23,0.2,0.8,22.2,0.1,0.3,37.5,0.3,1.0,29.0,0.0,0.1,33.3,0.0,0.0,0.0,0.2,0.6,26.3,2015
4,ALEX MONTGOMERY,SAN,27,0.9,1.8,52.2,0.1,0.5,14.3,0.9,2.1,44.4,0.1,0.1,100,0.0,0.2,0.0,0.2,1.4,16.7,2015
5,ALLIE QUIGLEY,CHI,30,0.8,1.1,71.4,0.6,1.3,48.8,1.8,4.5,41.3,0.2,0.5,46.2,0.1,0.1,50.0,0.9,2.8,32.2,2015
6,ALLY MALOTT,WAS,23,0.2,0.5,45.5,0.0,0.2,25.0,0.4,0.9,47.6,0.1,0.1,100,0.0,0.0,0.0,0.5,1.3,41.4,2015
7,ALYSHA CLARK,SEA,28,1.3,1.6,80.8,0.5,0.8,57.7,0.2,0.4,41.7,0.1,0.5,20.0,0.1,0.1,50.0,0.6,1.7,37.5,2015
8,ALYSSA THOMAS,CON,24,2.3,4.5,50.0,0.5,1.8,27.3,0.1,0.7,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
9,AMANDA ZAHUI B,TUL,22,0.4,0.8,54.2,0.2,0.6,41.2,0.2,1.0,22.6,0.0,0.0,0.0,0.0,0.1,0.0,0.4,1.2,34.3,2015
10,ANA DABOVIC,LAS,26,1.3,1.9,65.2,0.4,1.0,40.0,0.6,1.5,40.0,0.1,0.3,20.0,0.0,0.2,0.0,0.8,2.0,39.6,2015
11,ANDREA HOOVER,LAS,23,0.1,0.5,16.7,0.1,0.4,20.0,0.4,0.7,62.5,0.1,0.7,20.0,0.0,0.2,0.0,0.6,2.0,31.8,2015
12,ANEIKA MORELLO,ATL,30,1.6,2.3,68.2,0.3,1.2,23.5,0.3,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
13,ANGEL GOODRICH,SEA,26,0.5,1.1,48.0,0.4,1.2,35.7,0.3,0.6,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,30.0,2015
14,ANGEL MCCOUGHTRY,ATL,29,3.2,5.3,60.6,0.8,2.6,31.5,1.8,5.8,30.8,0.1,0.2,50.0,0.1,0.1,50.0,0.9,2.7,35.2,2015
15,ANNA CRUZ,MIN,29,1.7,2.4,71.7,0.4,0.6,57.1,0.8,2.3,35.3,0.1,0.1,50.0,0.0,0.2,0.0,0.4,1.4,26.7,2015
16,ARMINTIE HERRINGTON,WAS,31,0.6,1.0,56.0,0.0,0.2,16.7,0.1,0.4,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
17,ASJHA JONES,MIN,35,0.5,0.8,56.0,0.4,1.1,36.4,1.6,4.0,40.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2015
18,AVERY WARLEY-TALBERT,NYL,29,0.4,1.2,34.5,0.0,0.2,25.0,0.1,0.2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
19,BETNIJAH LANEY-HAMILTON,CHI,22,0.4,0.6,57.9,0.2,0.4,46.2,0.7,2.0,36.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2015
20,BRIA HARTLEY,WAS,23,0.5,1.1,42.9,0.1,0.5,16.7,0.4,1.0,34.6,0.0,0.0,0.0,0.1,0.2,50.0,0.4,1.6,24.4,2015
21,BRIANA BUTLER,IND,25,0.0,0.7,0.0,0.0,0.0,0.0,0.5,1.0,50.0,0.0,0.0,0.0,-,-,-,0.0,0.5,0.0,2015
22,BRIANN JANUARY,IND,29,0.7,1.8,37.3,0.1,0.3,44.4,1.1,2.5,45.8,0.1,0.2,40.0,0.0,0.1,33.3,0.8,1.7,44.9,2015
23,BRIANNA KIESEL,TUL,22,1.0,2.1,47.1,0.1,0.6,23.8,0.3,1.1,27.0,0.0,0.2,0.0,0.0,0.1,50.0,0.3,1.4,23.9,2015
24,BRITTANY BOYD-JONES,NYL,23,1.2,2.4,49.3,0.1,0.4,27.3,0.4,1.2,32.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,26.7,2015
25,BRITTANY HRYNKO,TUL,23,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,100.0,0.0,1.0,0.0,-,-,-,0.0,1.3,0.0,2015
26,BRITTNEY GRINER,PHO,25,3.8,5.7,65.8,1.3,3.0,45.5,0.5,1.3,41.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
27,CAMILLE SMITH,CON,31,1.3,2.4,56.3,0.4,1.3,27.9,0.3,0.7,40.0,0.1,0.1,100,0.0,0.0,100,1.0,3.2,32.1,2015
28,CANDACE PARKER,LAS,30,3.6,5.8,62.0,1.3,3.1,42.0,1.6,3.3,50.0,0.1,0.3,25.0,0.0,0.0,0.0,0.7,2.4,28.9,2015
29,CANDICE DUPREE,PHO,31,2.3,3.6,63.9,1.8,3.7,48.0,1.7,4.0,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
30,CANDICE WIGGINS,NYL,29,0.1,0.4,33.3,0.1,0.4,16.7,0.1,0.4,15.4,0.3,0.4,62.5,0.1,0.3,33.3,0.4,1.1,36.1,2015
31,CAPPIE PONDEXTER,CHI,33,1.6,3.2,51.1,0.5,1.0,51.7,2.7,6.4,41.2,0.3,0.6,50.0,0.1,0.3,50.0,0.5,1.4,33.3,2015
32,CARLA CORTIJO,ATL,28,1.5,2.5,60.0,0.5,0.5,100.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,50.0,2015
33,CAROLYN SWORDS,NYL,26,1.6,2.5,63.1,0.2,0.8,25.9,0.2,0.6,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
34,CAYLA GEORGE,PHO,27,0.8,1.2,61.9,0.1,0.2,57.1,0.6,1.4,41.7,0.1,0.3,25.0,0.1,0.2,25.0,0.5,1.6,29.2,2015
